coast,image_0001.jpg,0,1,1,0,1,0,1
coast,image_0002.jpg,0,1,0,0,1,0,0
coast,image_0003.jpg,1,1,0,0,1,0,0
coast,image_0004.jpg,0,1,0,0,0,1,0
coast,image_0005.jpg,0,1,0,0,1,0,0
coast,image_0007.jpg,1,1,0,0,1,0,0
coast,image_0008.jpg,1,1,0,0,1,0,0
coast,image_0009.jpg,0,1,0,0,1,0,0
coast,image_0011.jpg,1,1,0,0,1,0,0
coast,image_0012.jpg,0,1,1,0,1,0,0
coast,image_0013.jpg,1,1,1,0,1,0,1
coast,image_0014.jpg,1,1,1,0,1,0,1
coast,image_0016.jpg,1,1,0,0,1,0,0
coast,image_0017.jpg,0,1,0,0,1,0,0
coast,image_0018.jpg,1,1,0,0,1,0,0
coast,image_0019.jpg,1,1,0,0,1,0,1
coast,image_0020.jpg,1,1,0,0,1,0,1
coast,image_0021.jpg,1,1,1,0,1,0,0
coast,image_0023.jpg,0,1,1,0,1,0,0
coast,image_0024.jpg,1,1,0,0,1,0,0
coast,image_0025.jpg,1,1,0,0,1,0,0
coast,image_0026.jpg,1,1,0,0,1,0,0
coast,image_0027.jpg,0,1,0,0,1,0,0
coast,image_0029.jpg,1,1,0,0,1,0,0
coast,image_0030.jpg,0,1,0,0,1,0,1
coast,image_0031.jpg,1,1,0,0,1,0,0
coast,image_0033.jpg,1,1,0,0,1,0,1
coast,image_0035.jpg,1,1,0,0,1,0,0
coast,image_0036.jpg,1,1,0,0,1,0,0
coast,image_0037.jpg,1,1,1,0,1,0,0
coast,image_0039.jpg,1,1,0,0,1,0,0
coast,image_0040.jpg,0,1,0,1,1,0,0
coast,image_0041.jpg,0,1,0,0,1,0,1
coast,image_0042.jpg,1,1,0,0,1,0,0
coast,image_0044.jpg,0,1,0,0,1,0,1
coast,image_0045.jpg,0,1,0,0,1,0,0
coast,image_0046.jpg,1,1,0,0,1,0,1
coast,image_0047.jpg,0,1,0,0,1,0,0
coast,image_0049.jpg,1,1,1,0,1,0,0
coast,image_0050.jpg,1,1,0,0,1,0,0
coast,image_0051.jpg,0,1,0,0,1,0,0
coast,image_0054.jpg,0,1,0,0,1,0,0
coast,image_0055.jpg,1,1,0,0,1,0,0
coast,image_0056.jpg,1,1,0,0,1,0,0
coast,image_0057.jpg,0,1,0,0,1,0,1
coast,image_0058.jpg,1,1,0,0,1,0,0
coast,image_0059.jpg,1,1,0,0,1,0,0
coast,image_0060.jpg,1,1,0,0,1,0,0
coast,image_0061.jpg,0,1,0,0,1,0,0
coast,image_0062.jpg,0,1,1,0,1,0,0
coast,image_0063.jpg,1,1,0,0,1,0,0
coast,image_0064.jpg,1,1,0,0,1,0,0
coast,image_0067.jpg,1,1,0,0,1,0,0
coast,image_0068.jpg,0,1,0,0,1,0,0
coast,image_0070.jpg,0,1,0,0,1,0,0
coast,image_0071.jpg,0,1,0,0,1,0,1
coast,image_0072.jpg,0,1,0,0,1,0,0
coast,image_0073.jpg,0,1,0,0,1,0,0
coast,image_0074.jpg,1,1,0,0,1,0,0
coast,image_0075.jpg,0,1,0,0,1,0,0
coast,image_0076.jpg,0,1,0,0,1,0,0
coast,image_0077.jpg,1,1,0,0,1,0,1
coast,image_0078.jpg,1,1,0,0,1,0,0
coast,image_0079.jpg,1,1,0,0,1,0,0
coast,image_0081.jpg,1,1,1,0,1,0,1
coast,image_0083.jpg,0,1,0,0,1,0,0
coast,image_0084.jpg,0,1,0,0,1,0,1
coast,image_0085.jpg,0,1,1,0,1,0,1
coast,image_0086.jpg,1,1,0,0,1,0,1
coast,image_0087.jpg,1,1,1,0,1,0,0
coast,image_0088.jpg,1,1,1,0,1,0,1
coast,image_0089.jpg,0,1,0,0,1,0,0
coast,image_0090.jpg,1,1,0,0,1,0,0
coast,image_0092.jpg,1,1,0,0,1,0,0
coast,image_0093.jpg,0,1,0,0,1,0,0
coast,image_0094.jpg,1,1,0,0,1,0,0
coast,image_0095.jpg,0,1,0,0,1,0,0
coast,image_0096.jpg,0,1,0,0,1,0,0
coast,image_0097.jpg,1,1,0,0,1,0,0
coast,image_0099.jpg,1,1,0,0,1,0,0
coast,image_0101.jpg,1,1,0,0,1,0,0
coast,image_0103.jpg,1,1,0,0,1,0,0
coast,image_0104.jpg,1,1,0,0,1,0,0
coast,image_0105.jpg,1,1,0,0,1,0,0
coast,image_0106.jpg,1,1,0,0,1,0,0
coast,image_0107.jpg,1,1,0,0,1,0,0
coast,image_0110.jpg,1,1,0,0,1,0,0
coast,image_0112.jpg,0,1,1,0,1,0,0
coast,image_0113.jpg,1,1,0,0,1,0,1
coast,image_0114.jpg,1,1,1,0,1,0,0
coast,image_0115.jpg,1,1,1,0,1,0,1
coast,image_0118.jpg,1,1,0,0,1,0,0
coast,image_0119.jpg,1,1,0,0,1,0,0
coast,image_0121.jpg,1,1,0,0,0,1,1
coast,image_0122.jpg,1,1,0,0,1,0,1
coast,image_0124.jpg,1,1,0,0,1,0,0
coast,image_0126.jpg,1,1,0,0,1,0,0
coast,image_0128.jpg,0,1,0,0,1,0,0
coast,image_0129.jpg,1,1,0,0,1,0,0
coast,image_0130.jpg,1,1,0,0,1,0,0
coast,image_0131.jpg,1,1,0,0,1,0,0
coast,image_0133.jpg,1,1,0,0,1,0,1
coast,image_0134.jpg,1,1,0,0,1,0,0
coast,image_0135.jpg,1,1,0,0,1,0,1
coast,image_0136.jpg,0,1,1,0,1,0,0
coast,image_0137.jpg,1,1,1,0,1,0,0
coast,image_0138.jpg,1,1,0,0,1,0,0
coast,image_0139.jpg,1,1,0,0,1,0,0
coast,image_0140.jpg,1,1,0,0,1,0,0
coast,image_0141.jpg,1,1,0,0,1,0,0
coast,image_0142.jpg,0,0,0,0,1,0,0
coast,image_0144.jpg,1,1,0,0,1,0,0
coast,image_0145.jpg,1,1,0,0,1,0,0
coast,image_0149.jpg,1,1,0,0,1,0,0
coast,image_0150.jpg,1,1,0,0,1,0,0
coast,image_0151.jpg,1,1,0,0,1,0,1
coast,image_0152.jpg,1,1,0,0,1,0,1
coast,image_0153.jpg,0,1,1,0,1,0,0
coast,image_0154.jpg,1,1,0,0,1,0,1
coast,image_0155.jpg,1,1,0,0,1,0,1
coast,image_0157.jpg,1,1,0,0,1,0,0
coast,image_0158.jpg,1,1,0,0,1,0,0
coast,image_0160.jpg,1,1,0,0,1,0,0
coast,image_0161.jpg,1,1,0,0,1,0,0
coast,image_0162.jpg,1,1,1,0,1,0,0
coast,image_0163.jpg,1,1,0,0,1,0,0
coast,image_0164.jpg,1,1,0,0,1,0,0
coast,image_0165.jpg,1,1,0,0,1,0,0
coast,image_0166.jpg,0,1,0,0,1,0,0
coast,image_0167.jpg,1,1,0,0,1,0,1
coast,image_0168.jpg,1,1,0,0,1,0,0
coast,image_0169.jpg,1,1,0,0,1,0,0
coast,image_0170.jpg,1,1,0,0,1,0,0
coast,image_0171.jpg,1,1,0,0,1,0,0
coast,image_0172.jpg,1,1,0,0,0,1,1
coast,image_0173.jpg,1,1,0,1,1,0,0
coast,image_0174.jpg,0,1,0,0,1,0,0
coast,image_0175.jpg,1,1,0,0,1,0,0
coast,image_0176.jpg,1,1,0,0,1,0,0
coast,image_0177.jpg,1,1,0,0,1,0,0
coast,image_0179.jpg,1,1,1,0,1,0,0
coast,image_0180.jpg,1,1,0,0,1,0,0
